dataName,friendlyName,orgType,tier,homeRegionMapTemplateName,randomized,takeoverDefense,allowedOnMarket,requiresNationality,requiredOwnerTraits/0,affinities/0,restricted/0,costMoney,costInfluence,costOps,chanceIncomeMoney,incomeMoney,chanceIncomeInfluence,incomeInfluence,chanceEspionage,espionage,chanceSecurity,security,chanceSpoilsBonus,spoilsBonus,iconResource,chanceIncomeOps,incomeOps,chanceInvestigation,investigation,chanceOppressionBonus,oppressionBonus,missionsGrantedNames/0,missionsGrantedNames/1,missionsGrantedNames/2,missionsGrantedNames/3,chanceCommand,command,minScenarioYear,chanceIncomeResearch,incomeResearch,chanceSpaceDevBonus,spaceDevBonus,chanceSpaceflightBonus,spaceflightBonus,chanceMCBonus,MCBonus,chanceMiningBonus,miningBonus,techBonuses/0/category,techBonuses/0/bonus,affinities/1,restricted/1,restricted/2,restricted/3,chancePersuasion,persuasion,grantsMarked,chanceAdministration,administration,chanceScience,science,chanceUnityBonus,unityBonus,chanceKnowledgeBonus,knowledgeBonus,prohibitedOwnerTraits/0,projectsGranted,chanceMilitaryBonus,militaryBonus,chanceIncomeMissionControl,incomeMissionControl,chanceEconomyBonus,economyBonus,chanceIncomeBoost,incomeBoost,chanceEnvironmentBonus,environmentBonus,chanceWelfareBonus,welfareBonus,restricted/4,restricted/5,restricted/6,randCostMoney,randIncomeMoney,requiredTechName,randOppressionBonus,randIncomeOps,randCostInfluence,randCommand,randEspionage,randMilitaryBonus,randSpaceflightBonus,randMCBonus,randIncomeBoost,randIncomeMissionControl,randIncomeResearch,randSpaceDevBonus,randScience,randAdministration,randInvestigation,randSecurity,randIncomeInfluence,randEconomyBonus,randSpoilsBonus,randKnowledgeBonus,randWelfareBonus,randUnityBonus,randPersuasion,chanceGovernmentBonus,governmentBonus,randGovernmentBonus,randCostOps,randEnvironmentBonus,costBoost,randCostBoost,randMiningBonus,affinities/2
ReconnaissanceGeneralBureau,Reconnaissance General Bureau,Security,1,map_NorthKorea,false,6,true,true,Government,,,,200,,100,-3,,,100,2,100,2,,,orglogos/ReconnaissanceGeneralBureau,100,2,,,100,0.04,Assassinate,Unrest,Coup,Purge,,,2009,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NorwegianPoliceSecurityService,Norwegian Police Security Service,Security,1,map_Norway,false,3,true,true,Government,,,,70,,100,-3,,,,,100,1,,,orglogos/NorwegianPoliceSecurityService,,,100,1,,,InvestigateCouncilor,DetectCouncilActivity,Protect,,,,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NorwegianIntelligenceService,Norwegian Intelligence Service,Security,1,map_Norway,false,3,true,true,Government,,,,100,,100,-2,,,100,1,100,1,,,orglogos/NorwegianIntelligenceService,100,1,100,1,,,InvestigateCouncilor,DetectCouncilActivity,,,,,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InternalSecurityService,Internal Security Service,Security,1,map_Oman,false,3,true,true,Government,,,,100,,100,-1,,,,,100,1,,,orglogos/InternalSecurityService,100,1,100,1,,,InvestigateCouncilor,DetectCouncilActivity,Detain,,,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CriminalIntelligenceServiceCanada,Criminal Intelligence Service Canada,Investigations,1,map_Ontario,false,3,true,true,Government,,,,120,,100,-12,,,,,100,1,,,orglogos/CriminalIntelligenceServiceCanada,100,1,100,2,,,InvestigateCouncilor,,,,,,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CanadianSecurityIntelligenceService,Canadian Security Intelligence Service,Security,2,map_Ontario,false,3,true,true,Government,Resist,,,70,,100,-15,,,100,1,100,1,,,orglogos/CSIS,100,1,100,2,,,InvestigateCouncilor,DetectCouncilActivity,,,,,,,,,,,,,,,,,,Cooperate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CommunicationsSecurityEstablishment,Communications Security Establishment,Investigations,1,map_Ontario,false,,true,true,Government,,,,100,,100,-5,,,100,1,,,,,orglogos/CSEC,,,100,1,,,DetectCouncilActivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JointTaskForce2,Joint Task Force 2,Security,1,map_Ontario,false,,true,true,Government,,,,100,,100,-2,,,,,100,1,,,orglogos/CanadaJTF2,100,1,,,,,AssaultAlienAsset,Protect,Extract,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FederalIntelligenceAgency,Federal Intelligence Agency,Security,1,map_Pampas,false,3,true,true,Government,,,,70,,100,-12,,,100,1,100,1,,,orglogos/FederalIntelligenceAgency,100,2,100,1,,,InvestigateCouncilor,DetectCouncilActivity,,,,,2015,,,,,,,,,,,,,,,,,,,,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CompañíadeComandos601,Compañía de Comandos 601,Security,1,map_Pampas,false,,true,true,Government,,,,80,,100,-1,,,,,100,1,,,orglogos/601CommandoCompany,100,1,,,,,AssaultAlienAsset,Extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNESCO,UNESCO,NGO,3,map_Paris,false,,true,false,Government,Cooperate,,,150,,100,-15,100,2,,,,,,,orglogos/UNESCO,,,,,,,Inspire,,,,,,,,,,,,,,,,,SocialScience,0.05,,,,,100,2,,,,,,,,100,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DirectorateGeneralforExternalSecurity,Directorate General for External Security,Security,2,map_Paris,false,6,true,true,Government,,,,250,,100,-22,,,100,2,100,1,,,orglogos/DGSE,100,3,100,2,,,InvestigateCouncilor,DetectCouncilActivity,Detain,Crackdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NationalGendarmerieInterventionGroup,National Gendarmerie Intervention Group,Security,2,map_Paris,false,,true,true,Government,Resist,,,120,,100,-1,,,,,100,2,,,orglogos/GIGN,100,2,,,,,Extract,AssaultAlienAsset,Detain,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DirectorateGeneralforInternalSecurity,Directorate General for Internal Security,Investigations,2,map_Paris,false,,true,true,Government,,,,100,,100,-10,,,,,100,1,,,orglogos/DGSI,100,1,100,3,,,InvestigateAlienActivity,DetectCouncilActivity,Detain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al-Qaida,Al-Qaida,Criminal,2,map_Peshawar,false,,true,true,Sociopath,Destroy,Resist,25,100,10,,,,,100,1,100,1,,,orglogos/alQaida,100,2,,,,,Assassinate,Unrest,SabotageFacilities,,100,1,,,,,,,,,,,,,,,Cooperate,Escape,Appease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForeignIntelligenceAgency,Foreign Intelligence Agency,Security,2,map_Poland,false,6,true,true,Government,,,,150,,100,-15,,,100,1,100,1,,,orglogos/ForeignIntelligenceAgency,100,1,100,1,,,InvestigateCouncilor,DetectCouncilActivity,DefendInterests,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InternalSecurityAgency,Internal Security Agency,Security,2,map_Poland,false,6,true,true,Government,Resist,,,125,,100,-8,,,,,100,2,,,orglogos/InternalSecurityAgency,100,1,100,2,,,InvestigateCouncilor,DetectCouncilActivity,Detain,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GROM,GROM,Security,2,map_Poland,false,,true,true,Government,Resist,,,100,,100,-1,,,,,100,1,,,orglogos/GROM,100,1,,,,,Extract,Stabilize,AssaultAlienAsset,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SecurityIntelligenceService,Security Intelligence Service,Security,1,map_Portugal,false,3,true,true,Government,,,,100,,100,-4,,,100,1,100,1,,,orglogos/SecurityIntelligenceService,100,1,100,2,,,InvestigateCouncilor,DetectCouncilActivity,DefendInterests,,,,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PakistanIntelligenceBureau,Pakistan Intelligence Bureau,Security,2,map_Punjab,false,6,true,true,Government,,,,200,,100,-20,,,,,100,2,,,orglogos/PakistanIntelligenceBureau,100,1,100,2,100,0.03,InvestigateCouncilor,DetectCouncilActivity,Detain,Crackdown,,,1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inter-ServicesIntelligence,Inter-Services Intelligence,Security,2,map_Punjab,false,6,true,true,Government,,,,200,,100,-20,,,100,2,100,2,,,orglogos/PakistanInter-ServicesIntelligence,100,2,,,,,Unrest,DetectCouncilActivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpecialServicesGroup,Special Services Group,Security,2,map_Punjab,false,,true,true,Government,,,,80,,100,-1,,,,,100,2,,,orglogos/PakistanSSG,100,2,,,,,AssaultAlienAsset,Stabilize,Unrest,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathfinders,Pathfinders,Security,2,map_RiodeJaneiro,false,,true,true,Government,,,,150,,100,-2,,,,,100,1,,,orglogos/BrazilianPathfinders,100,1,,,,,AssaultAlienAsset,Extract,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LosAlamosNationalLaboratory,Los Alamos National Laboratory,Research,3,map_RockyMountains,false,5,true,true,,,,,200,,100,-81,,,,,,,,,orglogos/lanl,0,,,,,,,,,,,,,100,35,,,,,,,,,Energy,0.1,,,,,,,,,,100,3,,,,,Criminal,1,100,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SandiaNationalLaboratories,Sandia National Laboratories,Research,3,map_RockyMountains,false,5,true,true,,,,,200,,100,-100,,,,,,,,,orglogos/SandiaNationalLaboratories,0,,,,,,,,,,,,,100,35,,,,,,,,,Energy,0.1,,,,,,,,,,100,3,,,,,Criminal,1,100,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AirForceResearchLaboratory,Air Force Research Laboratory,Research,2,map_RockyMountains,false,5,true,true,Government,,,,100,,100,-65,,,,,,,,,orglogos/AirForceResearchLaboratory,0,,,,,,,,,,,,,100,25,100,0.02,100,0.01,100,0.01,,,MilitaryScience,0.08,,,,,,,,,,100,1,,,,,,,100,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10thU.S.SpecialForcesGroup,10th U.S. Special Forces Group,Security,2,map_RockyMountains,false,3,true,true,Government,Resist,,,100,,100,-2,,,,,100,2,,,orglogos/10SFG,100,3,,,,,Unrest,Stabilize,AssaultAlienAsset,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RomanianIntelligenceService,Romanian Intelligence Service,Security,1,map_Romania,false,6,true,true,Government,,,,80,,100,-40,,,100,1,100,2,,,orglogos/RomanianIntelligenceService,100,1,100,1,100,0.02,InvestigateCouncilor,DetectCouncilActivity,,,,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpecialTelecommunicationService,Special Telecommunication Service,Investigations,1,map_Romania,false,3,true,true,Government,,,,50,,100,-15,,,,,100,1,,,orglogos/SpecialTelecommunicationService,,,100,1,,,InvestigateCouncilor,DetectCouncilActivity,,,,,1992,,,,,,,,,,,,,,,,,,,,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5thU.S.SpecialForcesGroup,5th U.S. Special Forces Group,Security,2,map_RustBelt,false,3,true,true,Government,Resist,,,100,,100,-2,,,,,100,2,,,orglogos/5SFG,100,3,,,,,Unrest,Stabilize,AssaultAlienAsset,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ComandoVermelho,Comando Vermelho,Criminal,2,map_SaoPaulo,false,-2,true,true,Criminal,Exploit,Cooperate,30,30,10,100,35,100,1,100,1,100,1,100,0.03,orglogos/ComandoVermhelho,100,1,,,,,,,,,,,,,,,,,,,,,,,,,Escape,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CentralIntelligenceAgency,Central Intelligence Agency,Security,3,map_Shenandoah,false,6,true,true,Government,Resist,,,300,,100,-400,100,2,100,4,100,2,,,orglogos/CIA,100,4,100,2,,,Assassinate,Unrest,Coup,Purge,,,1947,,,,,,,,,,,,,Exploit,,,,100,1,true,100,5,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FederalBureauofInvestigation,Federal Bureau of Investigation,Investigations,3,map_Shenandoah,false,6,true,true,Government,,,,280,,100,-250,,,100,2,100,2,,,orglogos/FBI,100,2,100,4,,,InvestigateCouncilor,DetectCouncilActivity,Detain,Crackdown,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,Criminal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SecretService,Secret Service,Security,3,map_Shenandoah,false,6,true,true,Government,,,,200,,100,-62,,,,,100,4,,,orglogos/USSS,100,1,100,2,,,InvestigateCouncilor,Protect,DefendInterests,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,Criminal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NationalSecurityAgency,National Security Agency,Investigations,3,map_Shenandoah,false,6,true,true,Government,Resist,,,300,,100,-250,,,100,1,,,,,orglogos/NSA,0,,100,3,100,0.02,InvestigateCouncilor,DetectCouncilActivity,SabotageProject,,,,,,,,,,,,,,,InformationScience,0.05,Exploit,,,,100,1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NationalReconnaissanceOffice,National Reconnaissance Office,Aerospace,3,map_Shenandoah,false,6,true,true,Government,,,,200,,100,-200,,,,,,,,,orglogos/NRO,0,,100,3,,,DetectCouncilActivity,,,,,,,,,,,,,100,0.02,,,SpaceScience,0.02,,,,,,,,,,100,1,,,,,,,,,100,2,,,100,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NationalGeospatialIntelligenceAgency,National Geospatial Intelligence Agency,Aerospace,3,map_Shenandoah,false,6,true,true,Government,,,,200,,100,-140,,,,,100,1,,,orglogos/NGIA,0,,100,3,,,DetectCouncilActivity,Stabilize,,,100,3,,100,10,,,,,100,0.02,,,InformationScience,0.02,,,,,,,,,,100,2,,,,,,,,,100,3,,,,,100,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeltaForce,Delta Force,Security,3,map_Shenandoah,false,5,true,true,Government,Resist,,,200,,100,-3,,,,,100,1,,,orglogos/DeltaForce,100,4,,,,,Assassinate,Extract,Detain,AssaultAlienAsset,100,2,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEALTeamSix,SEAL Team Six,Security,3,map_Shenandoah,false,5,true,true,Government,,,,200,,100,-3,,,,,100,1,,,orglogos/SealTeam6,100,4,,,,,Assassinate,Extract,Detain,AssaultAlienAsset,100,1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DefenseAdvancedResearchProjectsAgency,Defense Advanced Research Projects Agency,Research,3,map_Shenandoah,false,4,true,true,Government,Resist,,,200,,100,-95,,,,,100,1,,,orglogos/DARPA,,,,,,,,,,,,,,100,40,,,,,,,,,MilitaryScience,0.15,,,,,,,,,,100,1,,,,,,1,100,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InternationalMonetaryFund,International Monetary Fund,BusinessManagement,3,map_Shenandoah,false,6,true,false,,,,,350,,,,100,1,,,,,100,0.03,orglogos/IMF,,,,,,,Advise,,,,,,,,,,,,,,,,,,,,,,,,,true,100,8,,,,,100,0.02,,,,,,,100,0.06,,,,,100,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VoiceofAmerica,Voice of America,Influence,2,map_Shenandoah,false,3,true,true,Government,,,,80,,100,-6,100,2,,,,,,,orglogos/VOA,,,,,,,Propaganda,,,,,,,,,,,,,,,,,,,,,,,100,1,,,,,,,,100,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UnitedStatesInformationAgency,United States Information Agency,Influence,2,map_Shenandoah,false,3,true,true,Government,,,,60,,100,-14,100,2,,,,,,,orglogos/USIA,,,,,,,Propaganda,,,,,,,,,,,,,,,,,,,,,,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3rdU.S.SpecialForcesGroup,3rd U.S. Special Forces Group,Security,2,map_Shenandoah,false,3,true,true,Government,Resist,,,100,,100,-2,,,,,100,2,,,orglogos/3SFG,100,3,,,,,Unrest,Stabilize,AssaultAlienAsset,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DrugEnforcementAdministration,Drug Enforcement Administration,Security,2,map_Shenandoah,false,,true,true,Government,,,,120,,100,-45,,,,,,,,,orglogos/DEA,100,1,100,1,,,Detain,Crackdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criminal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SecurityandIntelligenceDivision,Security and Intelligence Division,Security,2,map_Singapore,false,6,true,true,Government,,,,150,,100,-10,,,100,1,100,2,,,orglogos/SecurityandIntelligenceDivision,100,1,100,2,,,InvestigateCouncilor,DetectCouncilActivity,,,,,1966,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NationalIntelligenceAgency,National Intelligence Agency,Investigations,1,map_SouthernChile,false,3,true,true,Government,,,,60,,100,-4,,,,,100,1,,,orglogos/NationalIntelligenceAgency,100,1,100,1,,,InvestigateCouncilor,DetectCouncilActivity,,,,,2004,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamagachi-gumi,Yamagachi-gumi,Criminal,3,map_SouthHonshu,false,-3,true,true,Criminal,Exploit,Cooperate,150,80,10,100,90,100,1,100,1,100,2,100,0.04,orglogos/Yamagachi-gumi,100,2,,,,,Assassinate,HostileTakeover,Stabilize,,,,,,,,,,,,,,,,,,,,,100,1,true,100,2,,,,,,,,,,,,,50,0.02,,,,,50,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JapanAtomicEnergyAgency,Japan Atomic Energy Agency,Research,2,map_SouthHonshu,false,5,true,true,,,,,120,,100,-65,,,,,,,,,orglogos/JapanAtomicEnergyAgency,,,,,,,,,,,,,2005,100,20,,,,,,,,,Energy,0.1,,,,,,,,,,100,2,,,,,Criminal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aizukotetsu-kai,Aizukotetsu-kai,Criminal,1,map_SouthHonshu,false,-1,true,true,Criminal,Exploit,Cooperate,30,20,5,100,10,100,1,,,100,1,100,0.02,orglogos/Aizukotetsu-kai,100,1,,,,,HostileTakeover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ElectronicsandTelecommunicationsResearchInstitute,Electronics and Telecommunications Research Institute,Research,2,map_SouthKorea,false,5,true,true,,,,,50,,100,10,,,,,,,,,orglogos/ElectronicsandTelecommunicationsResearchInstitute,,,,,,,,,,,,,1976,100,15,,,,,,,,,Information,0.05,,,,,,,,,,100,2,,,,,Criminal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KoreaInstituteofMaterialsScience,Korea Institute of Materials Science,Research,2,map_SouthKorea,false,5,true,true,,,,,50,,100,-20,,,,,,,,,orglogos/KoreaInstituteofMaterialsScience,,,,,,,,,,,,,2007,100,20,,,,,,,,,,,,,,,,,,100,1,100,1,,,,,Criminal,,,,,,100,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KoreaAtomicEnergyResearchInstitute,Korea Atomic Energy Research Institute,Research,2,map_SouthKorea,false,5,true,true,,,,,100,,100,-35,,,,,,,,,orglogos/KoreaAtomicEnergyResearchInstitute,,,,,,,,,,,,,1959,100,15,,,,,,,,,Energy,0.05,,,,,,,,,,100,2,,,,,Criminal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KoreaAerospaceResearchInstitute,Korea Aerospace Research Institute,Aerospace,1,map_SouthKorea,false,5,true,true,,,,,50,,100,-5,,,,,,,,,orglogos/KoreaAerospaceResearchInstitute,,,,,,,,,,,50,1,1989,100,15,,,100,0.02,100,0.01,,,,,,,,,,,,,,100,2,,,,,Criminal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NationalIntelligenceService,National Intelligence Service,Security,2,map_SouthKorea,false,6,true,true,Government,,,,180,,100,-45,,,100,2,100,1,,,orglogos/NationalIntelligenceService,100,1,100,2,,,InvestigateCouncilor,DetectCouncilActivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King'sGuard,King's Guard,Security,1,map_SouthThailand,false,,true,true,Government,,,,100,,100,-1,,,,,100,2,,,orglogos/KingsGuard,100,1,,,,,AssaultAlienAsset,Protect,Extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CentroNacionaldeInteligencia,Centro Nacional de Inteligencia,Security,2,map_Spain,false,6,true,true,Government,,,,220,,100,-10,,,100,2,100,2,,,orglogos/CentroNacionaldeInteligencia,100,2,100,2,100,0.02,InvestigateCouncilor,DetectCouncilActivity,,,,,2002,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FuerzadeGuerraNavalEspecial,Fuerza de Guerra Naval Especial,Security,2,map_Spain,false,,true,true,Government,Resist,,,100,,100,-1,,,,,100,2,,,orglogos/FuerzadeGuerraNavalEspecial,100,2,,,,,Extract,AssaultAlienAsset,Detain,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NationalDefenceRadioEstablishment,National Defence Radio Establishment,Security,2,map_Sweden,false,6,true,true,Government,,,,150,,100,-20,,,100,2,100,1,,,orglogos/NationalDefenceRadioEstablishment,100,1,100,2,,,InvestigateCouncilor,DetectCouncilActivity,,,,,1942,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwedishSecurityService,Swedish Security Service,Security,2,map_Sweden,false,6,true,true,Government,,,,150,,100,-6,,,100,1,100,2,,,orglogos/SwedishSecurityService,100,2,100,2,,,InvestigateCouncilor,DetectCouncilActivity,Protect,,,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifeRegimentHussars,Life Regiment Hussars,Security,2,map_Sweden,false,,true,true,Government,,,,150,,100,-2,,,,,100,2,,,orglogos/LifeRegimentHussars,100,1,,,,,AssaultAlienAsset,Protect,Extract,,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SärskildaOperationsgruppen,Särskilda Operationsgruppen,Security,1,map_Sweden,false,,true,true,Government,,,,100,,100,-1,,,,,100,1,,,orglogos/SpecialOperationsTaskGroup,100,1,,,,,AssaultAlienAsset,Extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERN,CERN,Research,3,map_Switzerland,false,,true,false,,Cooperate,,,200,,100,-28,,,,,,,,,orglogos/CERN,0,,,,,,,,,,,,,100,40,,,,,,,,,Energy,0.1,,,,,,,,,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldHealthOrganization,World Health Organization,Research,3,map_Switzerland,false,3,true,false,Government,,,,120,,100,-235,,,,,,,,,orglogos/WHO,,,,,,,,,,,,,,100,20,,,,,,,,,LifeScience,0.15,,,,,,,,,,100,3,,,,,,,,,,,,,,,,,100,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
